"Iteration","Time_si","Walltime","Optimization","omegaF","omegaF_si","nu","nu_si","Threshold","Threshold_si","VelocityX-DefaultZone","VelocityX-DefaultZone_si","VelocityY-DefaultZone","VelocityY-DefaultZone_si","VelocityZ-DefaultZone","VelocityZ-DefaultZone_si","Pressure-DefaultZone","Pressure-DefaultZone_si","aX_mean-DefaultZone","aX_mean-DefaultZone_si","aX_amp-DefaultZone","aX_amp-DefaultZone_si","aX_freq-DefaultZone","aX_freq-DefaultZone_si","AccelY-DefaultZone","AccelY-DefaultZone_si","AccelZ-DefaultZone","AccelZ-DefaultZone_si","TotalSVFInObj-DefaultZone","TotalSVFInObj-DefaultZone_si","TotalFluidMomentumXInObj-DefaultZone","TotalFluidMomentumXInObj-DefaultZone_si","TotalFluidMomentumYInObj-DefaultZone","TotalFluidMomentumYInObj-DefaultZone_si","TotalFluidMomentumZInObj-DefaultZone","TotalFluidMomentumZInObj-DefaultZone_si","TotalFluidMassInObj-DefaultZone","TotalFluidMassInObj-DefaultZone_si","TotalFluidVolumeInObj-DefaultZone","TotalFluidVolumeInObj-DefaultZone_si","FlowRateXInObj-DefaultZone","FlowRateXInObj-DefaultZone_si","FlowRateYInObj-DefaultZone","FlowRateYInObj-DefaultZone_si","FlowRateZInObj-DefaultZone","FlowRateZInObj-DefaultZone_si","PressureGaugeInObj-DefaultZone","PressureGaugeInObj-DefaultZone_si","TotalSVF","TotalSVF_si","TotalFluidMomentumX","TotalFluidMomentumX_si","TotalFluidMomentumY","TotalFluidMomentumY_si","TotalFluidMomentumZ","TotalFluidMomentumZ_si","TotalFluidMass","TotalFluidMass_si","TotalFluidVolume","TotalFluidVolume_si","FlowRateX","FlowRateX_si","FlowRateY","FlowRateY_si","FlowRateZ","FlowRateZ_si","PressureGauge","PressureGauge_si","Objective","Objective_si","dx_si","dt_si","dm_si"
56, 5.6000000000000e+01, 1.4202983480000e+00, 0, 1.7857142857143e+00, 1.7857142857143e+00, 2.0000000000000e-02, 2.0000000000000e-02, 5.0000000000000e-01, 5.0000000000000e-01, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 7.9604103873645e+01, 7.9604103873645e+01, 1.7069679003612e-14, 1.7069679003612e-14, 4.9404924595819e-15, 4.9404924595819e-15, 3.2768000000000e+04, 3.2768000000000e+04, 3.2768000000000e+04, 3.2768000000000e+04, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 1.0000000000000e+00, 1.0000000000000e+00, 1.0000000000000e+00
57, 5.7000000000000e+01, 1.4442980110000e+00, 0, 1.7857142857143e+00, 1.7857142857143e+00, 2.0000000000000e-02, 2.0000000000000e-02, 5.0000000000000e-01, 5.0000000000000e-01, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 7.9995681231152e+01, 7.9995681231152e+01, 1.8623991238087e-14, 1.8623991238087e-14, 1.1574075031717e-14, 1.1574075031717e-14, 3.2768000000000e+04, 3.2768000000000e+04, 3.2768000000000e+04, 3.2768000000000e+04, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 1.0000000000000e+00, 1.0000000000000e+00, 1.0000000000000e+00
58, 5.8000000000000e+01, 1.4680681990000e+00, 0, 1.7857142857143e+00, 1.7857142857143e+00, 2.0000000000000e-02, 2.0000000000000e-02, 5.0000000000000e-01, 5.0000000000000e-01, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 8.0319717148317e+01, 8.0319717148317e+01, 2.2232216068119e-14, 2.2232216068119e-14, 1.1379786002408e-14, 1.1379786002408e-14, 3.2768000000000e+04, 3.2768000000000e+04, 3.2768000000000e+04, 3.2768000000000e+04, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 1.0000000000000e+00, 1.0000000000000e+00, 1.0000000000000e+00
59, 5.9000000000000e+01, 1.4926793930000e+00, 0, 1.7857142857143e+00, 1.7857142857143e+00, 2.0000000000000e-02, 2.0000000000000e-02, 5.0000000000000e-01, 5.0000000000000e-01, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 8.0583031605754e+01, 8.0583031605754e+01, 2.7366997557010e-14, 2.7366997557010e-14, 4.8017145815038e-15, 4.8017145815038e-15, 3.2768000000000e+04, 3.2768000000000e+04, 3.2768000000000e+04, 3.2768000000000e+04, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 1.0000000000000e+00, 1.0000000000000e+00, 1.0000000000000e+00
60, 6.0000000000000e+01, 1.5164587180000e+00, 0, 1.7857142857143e+00, 1.7857142857143e+00, 2.0000000000000e-02, 2.0000000000000e-02, 5.0000000000000e-01, 5.0000000000000e-01, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 8.0799941671990e+01, 8.0799941671990e+01, 3.3986702341338e-14, 3.3986702341338e-14, 5.1902926401226e-15, 5.1902926401226e-15, 3.2768000000000e+04, 3.2768000000000e+04, 3.2768000000000e+04, 3.2768000000000e+04, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 1.0000000000000e+00, 1.0000000000000e+00, 1.0000000000000e+00
61, 6.1000000000000e+01, 1.5429754040000e+00, 0, 1.7857142857143e+00, 1.7857142857143e+00, 2.0000000000000e-02, 2.0000000000000e-02, 5.0000000000000e-01, 5.0000000000000e-01, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 8.0972942524708e+01, 8.0972942524708e+01, 3.7234104688366e-14, 3.7234104688366e-14, 6.5503158452884e-15, 6.5503158452884e-15, 3.2768000000000e+04, 3.2768000000000e+04, 3.2768000000000e+04, 3.2768000000000e+04, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 1.0000000000000e+00, 1.0000000000000e+00, 1.0000000000000e+00
62, 6.2000000000000e+01, 1.5678704560000e+00, 0, 1.7857142857143e+00, 1.7857142857143e+00, 2.0000000000000e-02, 2.0000000000000e-02, 5.0000000000000e-01, 5.0000000000000e-01, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 8.1094334653989e+01, 8.1094334653989e+01, 3.3847924463259e-14, 3.3847924463259e-14, 1.1088352458444e-14, 1.1088352458444e-14, 3.2768000000000e+04, 3.2768000000000e+04, 3.2768000000000e+04, 3.2768000000000e+04, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 1.0000000000000e+00, 1.0000000000000e+00, 1.0000000000000e+00
63, 6.3000000000000e+01, 1.5929240250000e+00, 0, 1.7857142857143e+00, 1.7857142857143e+00, 2.0000000000000e-02, 2.0000000000000e-02, 5.0000000000000e-01, 5.0000000000000e-01, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 8.1164217914097e+01, 8.1164217914097e+01, 3.3320568526563e-14, 3.3320568526563e-14, 8.8401508335778e-15, 8.8401508335778e-15, 3.2767999999999e+04, 3.2767999999999e+04, 3.2768000000000e+04, 3.2768000000000e+04, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 1.0000000000000e+00, 1.0000000000000e+00, 1.0000000000000e+00
64, 6.4000000000000e+01, 1.6167857760000e+00, 0, 1.7857142857143e+00, 1.7857142857143e+00, 2.0000000000000e-02, 2.0000000000000e-02, 5.0000000000000e-01, 5.0000000000000e-01, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 8.1188706911061e+01, 8.1188706911061e+01, 3.2626679136172e-14, 3.2626679136172e-14, 1.2628786905111e-14, 1.2628786905111e-14, 3.2768000000000e+04, 3.2768000000000e+04, 3.2768000000000e+04, 3.2768000000000e+04, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 1.0000000000000e+00, 1.0000000000000e+00, 1.0000000000000e+00
65, 6.5000000000000e+01, 1.6414709930000e+00, 0, 1.7857142857143e+00, 1.7857142857143e+00, 2.0000000000000e-02, 2.0000000000000e-02, 5.0000000000000e-01, 5.0000000000000e-01, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 8.1158117614355e+01, 8.1158117614355e+01, 3.5776936968546e-14, 3.5776936968546e-14, 7.7854389601839e-15, 7.7854389601839e-15, 3.2768000000001e+04, 3.2768000000001e+04, 3.2768000000000e+04, 3.2768000000000e+04, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 1.0000000000000e+00, 1.0000000000000e+00, 1.0000000000000e+00
66, 6.6000000000000e+01, 1.6658606490000e+00, 0, 1.7857142857143e+00, 1.7857142857143e+00, 2.0000000000000e-02, 2.0000000000000e-02, 5.0000000000000e-01, 5.0000000000000e-01, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 8.1049297007041e+01, 8.1049297007041e+01, 3.2501779045901e-14, 3.2501779045901e-14, 1.3419820810157e-14, 1.3419820810157e-14, 3.2767999999999e+04, 3.2767999999999e+04, 3.2768000000000e+04, 3.2768000000000e+04, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 1.0000000000000e+00, 1.0000000000000e+00, 1.0000000000000e+00
67, 6.7000000000000e+01, 1.6907293750000e+00, 0, 1.7857142857143e+00, 1.7857142857143e+00, 2.0000000000000e-02, 2.0000000000000e-02, 5.0000000000000e-01, 5.0000000000000e-01, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 8.0860645889880e+01, 8.0860645889880e+01, 3.3681391009566e-14, 3.3681391009566e-14, 2.0594637106797e-14, 2.0594637106797e-14, 3.2768000000000e+04, 3.2768000000000e+04, 3.2768000000000e+04, 3.2768000000000e+04, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 1.0000000000000e+00, 1.0000000000000e+00, 1.0000000000000e+00
68, 6.8000000000000e+01, 1.7144632670000e+00, 0, 1.7857142857143e+00, 1.7857142857143e+00, 2.0000000000000e-02, 2.0000000000000e-02, 5.0000000000000e-01, 5.0000000000000e-01, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 8.0612382308300e+01, 8.0612382308300e+01, 3.5374481122119e-14, 3.5374481122119e-14, 2.2426505097428e-14, 2.2426505097428e-14, 3.2768000000000e+04, 3.2768000000000e+04, 3.2768000000000e+04, 3.2768000000000e+04, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 1.0000000000000e+00, 1.0000000000000e+00, 1.0000000000000e+00
69, 6.9000000000000e+01, 1.7387276300000e+00, 0, 1.7857142857143e+00, 1.7857142857143e+00, 2.0000000000000e-02, 2.0000000000000e-02, 5.0000000000000e-01, 5.0000000000000e-01, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 8.0297899007307e+01, 8.0297899007307e+01, 3.7109204598096e-14, 3.7109204598096e-14, 1.9914625504214e-14, 1.9914625504214e-14, 3.2768000000000e+04, 3.2768000000000e+04, 3.2768000000000e+04, 3.2768000000000e+04, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 1.0000000000000e+00, 1.0000000000000e+00, 1.0000000000000e+00
70, 7.0000000000000e+01, 1.7623625210000e+00, 0, 1.7857142857143e+00, 1.7857142857143e+00, 2.0000000000000e-02, 2.0000000000000e-02, 5.0000000000000e-01, 5.0000000000000e-01, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 7.9909120672046e+01, 7.9909120672046e+01, 3.9593328615695e-14, 3.9593328615695e-14, 2.3883672817249e-14, 2.3883672817249e-14, 3.2768000000000e+04, 3.2768000000000e+04, 3.2768000000000e+04, 3.2768000000000e+04, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 0.0000000000000e+00, 1.0000000000000e+00, 1.0000000000000e+00, 1.0000000000000e+00
